ID;Nombre_Aportante;Tipo_Aportante;Candidato;Tipo_Donatorio;ID_Eleccion;Territorio;ID_Partido;Partido;Tipo_Aporte;Fecha_de_Transferencia;Monto;Unnamed: 10;Unnamed: 11;Unnamed: 12
119;TERESA DEL CARMEN MORENO BILBAO;PERSONA NATURAL;ANDRES ESTEBAN MORENO BILBAO;CANDIDATO;DIPUTADOS;DISTRITO Nº 15;PP;PARTIDO PROGRESISTA;PÚBLICO;21-09-17;$5.000;;;
120;LUCIANO CRUZ-COKE CARVALLO;PERSONA NATURAL;LUCIANO CRUZ-COKE CARVALLO;CANDIDATO;DIPUTADOS;DISTRITO Nº 10;EVOPOLI;EVOLUCION POLITICA;PROPIO;21-09-17;$5.000;;;
121;MAURICIO SANCHEZ GONZALEZ;PERSONA NATURAL;CAMILO SANCHEZ PIZARRO;CANDIDATO;DIPUTADOS;DISTRITO Nº 6;PCCH;PARTIDO COMUNISTA DE CHILE;PÚBLICO;21-09-17;$50.000;;;
122;;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;NO PÚBLICO;21-09-17;$50.000;;;
123;JUAN MATIAS SIME ZEGARRA;PERSONA NATURAL;CRISTIAN BOWEN GARFIAS;CANDIDATO;DIPUTADOS;DISTRITO Nº 9;PDC;PARTIDO DEMOCRATA CRISTIANO;PÚBLICO;20-09-17;$400.000;;;
124;;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;NO PÚBLICO;21-09-17;$50.000;;;
125;PEDRO ENRIQUE ALFONSO NAVARRO FARIAS;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;PÚBLICO;21-09-17;$5.000;;;
126;PABLO IGNACIO SALVADOR LANFRANCO HERRERA;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;PÚBLICO;21-09-17;$1.000;;;
127;;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;NO PÚBLICO;21-09-17;$50.000;;;
128;TERESA LILIANA MUÑOZ HERNANDEZ;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;PÚBLICO;21-09-17;$10.000;;;
129;MARCELO CRISTIAN REYES CARDENAS;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;PÚBLICO;21-09-17;$50.000;;;
130;;PERSONA NATURAL;JOSE ANTONIO KAST RIST;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;NO PÚBLICO;20-09-17;$1.000;;;
131;DALIA ESTELA MONICA CHIU STANGE;PERSONA NATURAL;PABLO ALEXIS PADILLA RUBIO;CANDIDATO;DIPUTADOS;DISTRITO Nº 9;RD;REVOLUCION DEMOCRATICA;PÚBLICO;08-09-17;$50.000;;;
132;MERCEDES LEOCADIA MALDONADO GUZMAN;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;PÚBLICO;21-09-17;$2.000;;;
133;;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;NO PÚBLICO;21-09-17;$10.000;;;
134;;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;NO PÚBLICO;21-09-17;$5.000;;;
135;BLANCA VALERIA MALDONADO GUZMAN;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;PÚBLICO;21-09-17;$10.000;;;
136;;PERSONA NATURAL;JOSE ANTONIO KAST RIST;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;NO PÚBLICO;21-09-17;$10.000;;;
137;SYLVIA MONICA GALARCE GALARCE;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;PÚBLICO;21-09-17;$10.000;;;
138;ALVARO IGNACIO ARRIAGADA ZANETTA;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;PÚBLICO;21-09-17;$1.000;;;
139;GABRIEL VALDES ARRIAGADA;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;PÚBLICO;21-09-17;$5.000;;;
140;LINDOR MALDONADO ROSAS;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;PÚBLICO;21-09-17;$2.000;;;
141;LINDOR MALDONADO ROSAS;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;PÚBLICO;21-09-17;$2.000;;;
142;JAVIERA FRANCISCA ASCENCIO DE LA FUENTE;PERSONA NATURAL;NATALIA CASTILLO MUÑOZ;CANDIDATO;DIPUTADOS;DISTRITO Nº 10;RD;REVOLUCION DEMOCRATICA;PÚBLICO;21-09-17;$10.000;;;
143;CLAUDIO ARTURO MENDEZ VALENZUELA;PERSONA NATURAL;CAROLINA GOIC BOROEVIC;CANDIDATO;PRESIDENTE;NACIONAL;PDC;PARTIDO DEMOCRATA CRISTIANO;PÚBLICO;14-09-17;$100.000;;;
144;JAVIERA FRANCISCA ASCENCIO DE LA FUENTE;PERSONA NATURAL;SOFIA VALENZUELA DELPIANO;CANDIDATO;CONSEJEROS REGIONALES;SANTIAGO 4;RD;REVOLUCION DEMOCRATICA;PÚBLICO;21-09-17;$10.000;;;
145;JAVIER ALONSO FERNANDEZ VASQUEZ;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;PÚBLICO;20-09-17;$5.000;;;
146;JAVIER ALONSO FERNANDEZ VASQUEZ;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;PÚBLICO;20-09-17;$1;;;
147;ISRAEL EDUARDO ALVAREZ ROBLES;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;PÚBLICO;21-09-17;$1.000;;;
148;;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;NO PÚBLICO;20-09-17;$30.000;;;
149;ALVARO ROBERTO JORQUERA MORA;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;PÚBLICO;21-09-17;$1.000;;;
150;MAX RICARDO CUENCA MUJICA;PERSONA NATURAL;ALBERTO MAYOL MIRANDA;CANDIDATO;DIPUTADOS;DISTRITO Nº 10;IGUALDAD;PARTIDO IGUALDAD;PÚBLICO;21-09-17;$100.000;;;
151;HILDA BERNARDITA CORTEZ MUÑOZ;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;PÚBLICO;20-09-17;$5.000;;;
152;MIGUEL JUAN SEBASTIAN PIÑERA ECHENIQUE;PERSONA NATURAL;SEBASTIAN PIÑERA ECHEÑIQUE;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;CRÉDITO;29-08-17;$1.130.000.000;;;
153;MARION WILSON LARRAIN;PERSONA NATURAL;JULIO ISAMIT DIAZ;CANDIDATO;DIPUTADOS;DISTRITO Nº 10;UDI;UNION DEMOCRATA INDEPENDIENTE;PÚBLICO;20-09-17;$240.000;;;
154;SERGIO MANUEL ESPINOZA CASTRO;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;PÚBLICO;21-09-17;$10.000;;;
155;MARIO ROGELIO PINO MATURANA;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;PÚBLICO;21-09-17;$10.000;;;
156;JUVENAL ARIEL ULLOA AZOCAR;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;PÚBLICO;20-09-17;$100.000;;;
157;;PERSONA NATURAL;JOSE ANTONIO KAST RIST;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;NO PÚBLICO;21-09-17;$25.000;;;
158;CATALINA CECILIA CANALS CIFUENTES;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;PÚBLICO;21-09-17;$50.000;;;
159;;PERSONA NATURAL;SEBASTIAN PIÑERA ECHEÑIQUE;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;NO PÚBLICO;31-08-17;$2.000;;;
160;MARIA CONSUELO MAC-LEAN HERRERA;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;PÚBLICO;21-09-17;$20.000;;;
161;FERNANDO ERNESTO KRAUSS RUZ;PERSONA NATURAL;RICHARD QUINTANA VALDEBENITO;CANDIDATO;CONSEJEROS REGIONALES;CAUTIN 1;PS;PARTIDO SOCIALISTA DE CHILE;PÚBLICO;21-09-17;$100.000;;;
162;LAURA PATRICIA SAN MARTIN HERNANDEZ;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;PÚBLICO;21-09-17;$2.000;;;
163;;PERSONA NATURAL;CAROLINA GOIC BOROEVIC;CANDIDATO;PRESIDENTE;NACIONAL;PDC;PARTIDO DEMOCRATA CRISTIANO;NO PÚBLICO;14-09-17;$10.000;;;
164;LUIS EDUARDO MOLINA BUSTAMANTE;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;PÚBLICO;21-09-17;$10.000;;;
165;;PERSONA NATURAL;CAROLINA INES HENRIQUEZ GUTIERREZ;CANDIDATO;DIPUTADOS;DISTRITO Nº 5;PDC;PARTIDO DEMOCRATA CRISTIANO;NO PÚBLICO;21-09-17;$20.000;;;
166;;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;NO PÚBLICO;21-09-17;$10.000;;;
167;MARIA PIA ALFARO MARTINEZ;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;PÚBLICO;21-09-17;$15.000;;;
168;BENJAMIN MAURICIO PEREZ JOFRE;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;PÚBLICO;21-09-17;$1.500;;;
169;BENJAMIN MAURICIO PEREZ JOFRE;PERSONA NATURAL;ESTEBAN MANUEL VALENZUELA VAN TREEK;CANDIDATO;CONSEJEROS REGIONALES;CACHAPOAL 1;FRVS;FEDERACION REGIONALISTA VERDE SOCIAL;PÚBLICO;21-09-17;$1.500;;;
170;BENJAMIN MAURICIO PEREZ JOFRE;PERSONA NATURAL;EDUARDO JAVIER VERGARA BOLBARAN;CANDIDATO;DIPUTADOS;DISTRITO Nº 15;PPD;PARTIDO POR LA DEMOCRACIA;PÚBLICO;21-09-17;$1.000;;;
171;MARICEL ALEJANDRA MARTINEZ VICENCIO;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;PÚBLICO;21-09-17;$1.000;;;
172;PATRICIA NIEVES GARRIDO SILVA;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;PÚBLICO;21-09-17;$5.000;;;
173;CARLOS HUMBERTO ROMERO CASTILLO;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;PÚBLICO;21-09-17;$50.000;;;
174;JAVIER ALEJANDRO VADILLO FLORES;PERSONA NATURAL;REVOLUCION DEMOCRATICA;PARTIDO;DIPUTADOS;;RD;REVOLUCION DEMOCRATICA;PÚBLICO;04-10-17;$44.002;;;
175;JORGE LUIS CORDOVA CASTRO;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;PÚBLICO;21-09-17;$5.000;;;
176;;PERSONA NATURAL;DIEGO SCHALPER SEPULVEDA;CANDIDATO;DIPUTADOS;DISTRITO Nº 15;RN;RENOVACION NACIONAL;NO PÚBLICO;22-09-17;$50.000;;;
177;NATALIA SOFIA SOBARZO GALLEANI;PERSONA NATURAL;BEATRIZ SANCHEZ MUÑOZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;PÚBLICO;31-08-17;$10.000;;;
178;WASHINGTON PATRICIO RUIZ ZAPATA;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;PÚBLICO;21-09-17;$10.000;;;
179;DANIEL OCTAVIO VERGARA GALAZ;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;PÚBLICO;21-09-17;$50.000;;;
180;LUIS ALFONSO ABAD ARJONA;PERSONA NATURAL;CAROLINA GOIC BOROEVIC;CANDIDATO;PRESIDENTE;NACIONAL;PDC;PARTIDO DEMOCRATA CRISTIANO;PÚBLICO;14-09-17;$10.000;;;
181;CESAR HERNAN LOPEZ TORNE;PERSONA NATURAL;BEATRIZ SANCHEZ MUÑOZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;PÚBLICO;31-08-17;$100.000;;;
182;JUAN PABLO GODOY ARMIJO;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;PÚBLICO;21-09-17;$30.000;;;
183;;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;NO PÚBLICO;20-09-17;$10.000;;;
184;NINOSKA SUSANA RIVERA BORNE;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;PÚBLICO;20-09-17;$100.000;;;
185;LUIS ARMANDO ILLANES SAAVEDRA;PERSONA NATURAL;CAROLINA GOIC BOROEVIC;CANDIDATO;PRESIDENTE;NACIONAL;PDC;PARTIDO DEMOCRATA CRISTIANO;PÚBLICO;14-09-17;$10.000;;;
186;LUIS ARMANDO ILLANES SAAVEDRA;PERSONA NATURAL;MARCIA ISABEL WALL TORO;CANDIDATO;DIPUTADOS;DISTRITO Nº 19;PDC;PARTIDO DEMOCRATA CRISTIANO;PÚBLICO;21-09-17;$10.000;;;
187;MARIA PIA GABRIELA FIGUEROA EDWARDS;PERSONA NATURAL;TOMAS HIRSCH GOLDSCHMIDT;CANDIDATO;DIPUTADOS;DISTRITO Nº 11;PH;PARTIDO HUMANISTA;PÚBLICO;31-08-17;$100.000;;;
188;;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;NO PÚBLICO;20-09-17;$100.000;;;
189;;PERSONA NATURAL;LUIS LARRAIN STIEB;CANDIDATO;DIPUTADOS;DISTRITO Nº 10;EVOPOLI;EVOLUCION POLITICA;NO PÚBLICO;20-09-17;$50.000;;;
190;MARIO PABLO NEIRA QUIROGA;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;PÚBLICO;21-09-17;$50.000;;;
191;PATRICIO GERMAN MELLADO MILLALEN;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;PÚBLICO;21-09-17;$5.000;;;
192;;PERSONA NATURAL;LILY PEREZ SAN MARTIN;CANDIDATO;SENADORES;6ª CIRCUNSCRIPCION;A;AMPLITUD;NO PÚBLICO;20-09-17;$220.000;;;
193;RENATO FABRIZIO GARIN GONZALEZ;PERSONA NATURAL;BEATRIZ SANCHEZ MUÑOZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;PÚBLICO;08-09-17;$200.000;;;
194;;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;NO PÚBLICO;21-09-17;$10.000;;;
195;;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;NO PÚBLICO;21-09-17;$30.000;;;
196;IGNACIO PEREZ ALARCON;PERSONA NATURAL;JORGE ALESSANDRI VERGARA;CANDIDATO;DIPUTADOS;DISTRITO Nº 10;UDI;UNION DEMOCRATA INDEPENDIENTE;PÚBLICO;20-09-17;$600.000;;;
197;IGNACIO PEREZ ALARCON;PERSONA NATURAL;SEBASTIAN KEITEL BIANCHI;CANDIDATO;DIPUTADOS;DISTRITO Nº 9;EVOPOLI;EVOLUCION POLITICA;PÚBLICO;20-09-17;$600.000;;;
198;JOSE FELIX DE VICENTE MINGO;PERSONA NATURAL;SEBASTIAN PIÑERA ECHEÑIQUE;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;PÚBLICO;08-09-17;$5.000.000;;;
199;;PERSONA NATURAL;CRISTIAN BOWEN GARFIAS;CANDIDATO;DIPUTADOS;DISTRITO Nº 9;PDC;PARTIDO DEMOCRATA CRISTIANO;NO PÚBLICO;20-09-17;$200.000;;;
200;SANDRA VIOLETA GALLARDO BARRIA;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;PÚBLICO;02-10-17;$1.000;;;
201;GERARDO ESTEBAN SAAVEDRA MORAGA;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;PÚBLICO;21-09-17;$1.000;;;
202;REGIONALISTA INDEPENDIENTE;PERSONA NATURAL;PATRICIA MARTINEZ TORRES;CANDIDATO;DIPUTADOS;DISTRITO Nº 24;PRI;PARTIDO REGIONALISTA INDEPENDIENTE;PÚBLICO;21-09-17;$2.000.000;;;
203;;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;NO PÚBLICO;20-09-17;$4.000;;;
204;;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;NO PÚBLICO;20-09-17;$10.000;;;
205;;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;NO PÚBLICO;20-09-17;$10.000;;;
206;MATILDE NATIVIDAD GONZALEZ CHAMORRO;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;PÚBLICO;20-09-17;$1.000;;;
207;EDUARDO ALBERTO REYES SALDIAS;PERSONA NATURAL;CAROLINA GOIC BOROEVIC;CANDIDATO;PRESIDENTE;NACIONAL;PDC;PARTIDO DEMOCRATA CRISTIANO;PÚBLICO;14-09-17;$10.000;;;
208;;PERSONA NATURAL;CAROLINA INES HENRIQUEZ GUTIERREZ;CANDIDATO;DIPUTADOS;DISTRITO Nº 5;PDC;PARTIDO DEMOCRATA CRISTIANO;NO PÚBLICO;21-09-17;$10.000;;;
209;;PERSONA NATURAL;JORGE ALESSANDRI VERGARA;CANDIDATO;DIPUTADOS;DISTRITO Nº 10;UDI;UNION DEMOCRATA INDEPENDIENTE;NO PÚBLICO;21-09-17;$1.000;;;
210;MIGUEL IGNACIO GUERRERO GUTIERREZ;PERSONA NATURAL;ANDRES VELASCO BRAÑES;CANDIDATO;SENADORES;9ª CIRCUNSCRIPCION;CIUDADANOS;CIUDADANOS;PÚBLICO;20-09-17;$1.000.000;;;
211;JULIO SEGUNDO OLIVARES CAMUS;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;PÚBLICO;21-09-17;$10.000;;;
212;CARMEN PAZ DEL SOLAR KUPFER;PERSONA NATURAL;FRANCISCO UNDURRAGA GAZITUA;CANDIDATO;DIPUTADOS;DISTRITO Nº 11;EVOPOLI;EVOLUCION POLITICA;PÚBLICO;21-09-17;$200.000;;;
213;ELIANA GRACIELA GAJARDO VIDAL;PERSONA NATURAL;GUILLERMO TEILLIER DEL VALLE;CANDIDATO;DIPUTADOS;DISTRITO Nº 13;PCCH;PARTIDO COMUNISTA DE CHILE;PÚBLICO;21-09-17;$20.000;;;
214;;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;NO PÚBLICO;21-09-17;$10.000;;;
215;SANDRA ANDREA GUZMAN ORTEGA;PERSONA NATURAL;BEATRIZ SANCHEZ MUÑOZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;PÚBLICO;31-08-17;$200.000;;;
216;;PERSONA NATURAL;CRISTIAN BOWEN GARFIAS;CANDIDATO;DIPUTADOS;DISTRITO Nº 9;PDC;PARTIDO DEMOCRATA CRISTIANO;NO PÚBLICO;21-09-17;$30.000;;;
217;ANA CAROLINA SEPULVEDA HAUGEN;PERSONA NATURAL;JORGE SEPULVEDA HAUGEN;CANDIDATO;CONSEJEROS REGIONALES;AISEN;RN;RENOVACION NACIONAL;PÚBLICO;21-09-17;$20.000;;;
218;CAROLINA ANGELICA SEPULVEDA LAVANCHY;PERSONA NATURAL;JORGE SEPULVEDA HAUGEN;CANDIDATO;CONSEJEROS REGIONALES;AISEN;RN;RENOVACION NACIONAL;PÚBLICO;21-09-17;$1.000;;;
219;ALVARO EDUARDO MATAMALA UBILLA;PERSONA NATURAL;BERNARDO BERGER FETT;CANDIDATO;DIPUTADOS;DISTRITO Nº 24;RN;RENOVACION NACIONAL;PÚBLICO;21-09-17;$111;;;
220;MARIA ISABEL IBAÑEZ FIGUEROA;PERSONA NATURAL;JUAN IGNACIO LATORRE RIVEROS;CANDIDATO;SENADORES;6ª CIRCUNSCRIPCION;RD;REVOLUCION DEMOCRATICA;PÚBLICO;21-09-17;$1.000;;;
221;MARIA ISABEL IBAÑEZ FIGUEROA;PERSONA NATURAL;BEATRIZ SANCHEZ MUÑOZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;PÚBLICO;31-08-17;$10.000;;;
222;PATRICIA ELIZABETH BERMEDO BARBAGELATTA;PERSONA NATURAL;BEATRIZ SANCHEZ MUÑOZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;PÚBLICO;31-08-17;$100.000;;;
223;PATRICIA ELIZABETH BERMEDO BARBAGELATTA;PERSONA NATURAL;GIORGIO JACKSON DRAGO;CANDIDATO;DIPUTADOS;DISTRITO Nº 10;RD;REVOLUCION DEMOCRATICA;PÚBLICO;21-09-17;$100.000;;;
224;MARIA JOSE CARRION FERNANDEZ;PERSONA NATURAL;BERNARDO BERGER FETT;CANDIDATO;DIPUTADOS;DISTRITO Nº 24;RN;RENOVACION NACIONAL;PÚBLICO;21-09-17;$20.000;;;
225;MARIA PIA GABRIELA FIGUEROA EDWARDS;PERSONA NATURAL;TOMAS HIRSCH GOLDSCHMIDT;CANDIDATO;DIPUTADOS;DISTRITO Nº 11;PH;PARTIDO HUMANISTA;PÚBLICO;01-09-17;$294.220;;;
226;;PERSONA NATURAL;BEATRIZ SANCHEZ MUÑOZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;NO PÚBLICO;01-09-17;$1.000;;;
227;;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;NO PÚBLICO;20-09-17;$10.000;;;
228;ALEJANDRO ANTONIO PEREZ CIUDAD;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;PÚBLICO;20-09-17;$15.000;;;
229;FRANCISCO JOSE GUTIERREZ DE LA CERDA;PERSONA NATURAL;DIEGO SCHALPER SEPULVEDA;CANDIDATO;DIPUTADOS;DISTRITO Nº 15;RN;RENOVACION NACIONAL;PÚBLICO;22-09-17;$150.000;;;
230;;PERSONA NATURAL;JAIME BELLOLIO AVARIA;CANDIDATO;DIPUTADOS;DISTRITO Nº 14;UDI;UNION DEMOCRATA INDEPENDIENTE;NO PÚBLICO;20-09-17;$500.000;;;
231;;PERSONA NATURAL;BEATRIZ SANCHEZ MUÑOZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;NO PÚBLICO;08-09-17;$10.000;;;
232;;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;NO PÚBLICO;20-09-17;$5.000;;;
233;JOSE LUIS MARDONES SANTANDER;PERSONA NATURAL;JAIME TOHA GONZALEZ;CANDIDATO;DIPUTADOS;DISTRITO Nº 20;PS;PARTIDO SOCIALISTA DE CHILE;PÚBLICO;20-09-17;$660.000;;;
234;;PERSONA NATURAL;CAROLINA INES HENRIQUEZ GUTIERREZ;CANDIDATO;DIPUTADOS;DISTRITO Nº 5;PDC;PARTIDO DEMOCRATA CRISTIANO;NO PÚBLICO;20-09-17;$40.000;;;
235;GIOVANNI MAURICIO CANELO MORALES;PERSONA NATURAL;GIORGIO JACKSON DRAGO;CANDIDATO;DIPUTADOS;DISTRITO Nº 10;RD;REVOLUCION DEMOCRATICA;PÚBLICO;20-09-17;$70.000;;;
236;;PERSONA NATURAL;ALEJANDRO GUILLIER ALVAREZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;NO PÚBLICO;20-09-17;$3.000;;;
237;CESAR ARMANDO ZUÑIGA ROJAS;PERSONA NATURAL;BEATRIZ SANCHEZ MUÑOZ;CANDIDATO;PRESIDENTE;NACIONAL;IND;INDEPENDIENTES;PÚBLICO;01-09-17;$5.000;;;
